idproducto,nombreproducto,precioproducto,nombrecategoria,descuento,idtienda,nombretienda
5210,Devonshire Cream,73324.89,Music,3,3,EDP Services
5215,Sword Pick Asst,59691.52,Music,68,4,Real Estate
5220,  Nut - Hazelnut,89511.92,Tools,28,5,Specialty Foods
5225,Flower - Commercial Bronze,39735.21,Toys,16,6,Tienda Pepito
5230,  Beans - Kidney,64543.97,Kids,29,7,Major Pharmaceuticals
5235,  Pepper - Paprika,5338.17,Industrial,34,8,D1
5240,  Olives - Green,69615.18,Electronics,1,9,Investment Bankers/Brokers/Service
5245,Wine - Riesling Dr. Pauly,44420.79,Computers,22,10,Shoe Manufacturing
5250,Longos - Burritos,48227.13,Industrial,39,11,Brooklyn Store
5255,Danishes - Mini Cheese,63251.84,Clothing,70,12,Ara
5260,Beans - Fava Fresh,21277.74,Toys,25,13,Construction/Ag Equipment/Trucks
5265,Coffee Beans - Chocolate,80511.06,Games,31,14,Natural Gas Distribution
5270,Sprouts - Brussel,36959.96,Shoes,16,15,Shoe Manufacturing
5275,Lidsoupcont Rp12dn,13002.05,Automotive,54,16,Olimpica
5280,Radish,50323.61,Grocery,25,17,Biotechnology: Commercial Physical & Biological Resarch
5285,  Doilies - 12,64422.39,Electronics,16,18,Mercamos
5290,Artichoke - Fresh,70941.32,Computers,68,19,SAO
5295,Trout - Smoked,77983.84,Grocery,34,20,Major Banks
5300,Lobster - Cooked,92000.87,Industrial,14,21,Doña Maria
5305,Icecream Bar - Del Monte,74512.67,Garden,20,22,Recreational Products/Toys
5310,Anisette - Mcguiness,87088.86,Automotive,29,23,Electrical Products
5315,  Clams - Littleneck,30738.42,Books,39,24,Tiendita La Abuela
5320,Energy Drink Bawls,65400.67,Home,37,25,RETAIL: Building Materials
5325,Chevere Logs,14672.80,Toys,1,26,Fluid Controls
5330,Juice - Ocean Spray Kiwi,94139.62,Books,25,27,Marine Transportation
5335,Water - Spring Water 500ml,52834.15,Jewelery,61,28,Ophthalmic Goods
5340,Bag Stand,1879.13,Jewelery,6,1,Industrial Specialties
5345,Scallops - Live In Shell,46689.84,Computers,44,2,Radio And Television Broadcasting And Communications Equipment
5350,Beer - Corona,66090.57,Automotive,0,3,EDP Services
5355,  Pork - Loin,33116.84,Home,67,4,Real Estate
5360,Ecolab - Hand Soap Form Antibac,76080.59,Music,29,5,Specialty Foods
5365,  Wine - White,10773.92,Garden,11,6,Tienda Pepito
5370,Jello - Assorted,14425.65,Toys,28,7,Major Pharmaceuticals
5375,Food Colouring - Orange,66019.54,Clothing,32,8,D1
5380,Coffee Cup 12oz 5342cd,51132.44,Games,60,9,Investment Bankers/Brokers/Service
5385,Tandoori Curry Paste,82241.39,Tools,43,10,Shoe Manufacturing
5390,Flavouring Vanilla Artificial,80629.55,Games,55,11,Brooklyn Store
5395,Sage - Fresh,17655.22,Toys,9,12,Ara
5400,Muskox - French Rack,37928.09,Industrial,8,13,Construction/Ag Equipment/Trucks
5405,Muffin Chocolate Individual Wrap,40735.45,Grocery,41,14,Natural Gas Distribution
5410,Wine - Cotes Du Rhone Parallele,55869.05,Toys,54,15,Shoe Manufacturing
5415,Paper - Brown Paper Mini Cups,22289.22,Outdoors,26,16,Olimpica
5420,  Garlic - Primerba,99950.89,Home,18,17,Biotechnology: Commercial Physical & Biological Resarch
5425,Coffee - Decaffeinato Coffee,45188.15,Shoes,31,18,Mercamos
5430,  Peas - Pigeon,38193.69,Grocery,18,19,SAO
5435,Cinnamon - Ground,71409.44,Health,46,20,Major Banks
5440,Juice - Prune,59673.33,Beauty,7,21,Doña Maria
5445,Cleaner - Bleach,41117.90,Books,7,22,Recreational Products/Toys
5450,V8 - Tropical Blend,75935.47,Health,65,23,Electrical Products
5455,  Lentils - Red,55390.48,Shoes,26,24,Tiendita La Abuela
5460,Mahi Mahi,46417.60,Home,9,25,RETAIL: Building Materials
5465,Venison - Liver,39003.12,Toys,23,26,Fluid Controls
5470,  Pasta - Lasagna Noodle,26533.82,Computers,42,27,Marine Transportation
5475,  Beef - Bones,12033.94,Grocery,64,28,Ophthalmic Goods
5480,V8 Splash Strawberry Banana,1867.75,Shoes,64,28,Ophthalmic Goods
5485,Pastry - Baked Cinnamon Stick,98890.95,Music,54,27,Marine Transportation
5490,  Beef - Bones,87018.60,Electronics,62,26,Fluid Controls
5495,Coffee - Espresso,63237.67,Tools,1,25,RETAIL: Building Materials
5500,Bay Leaf Fresh,66392.43,Computers,13,24,Tiendita La Abuela
5505,Sugar - Invert,4690.19,Kids,13,23,Electrical Products
5510,Beef - Texas Style Burger,60309.46,Beauty,61,22,Recreational Products/Toys
5515,Squid U5 - Thailand,40340.90,Kids,24,21,Doña Maria
5520,Grenadine,38986.95,Health,15,20,Major Banks
5525,Bread - Onion Focaccia,75125.72,Health,70,19,SAO
5530,Contreau,65109.08,Tools,44,18,Mercamos
5535,  Liqueur Banana,75035.12,Health,2,17,Biotechnology: Commercial Physical & Biological Resarch
5540,Wine - Chenin Blanc K.w.v.,34351.94,Computers,30,16,Olimpica
5545,Corn Shoots,77113.87,Computers,57,15,Shoe Manufacturing
5550,Island Oasis - Wildberry,89802.65,Movies,7,14,Natural Gas Distribution
5555,Turkey Leg With Drum And Thigh,16647.53,Shoes,1,13,Construction/Ag Equipment/Trucks
5560,Coconut - Whole,52371.03,Garden,31,12,Ara
5565,Beef - Tenderloin,16064.69,Jewelery,63,11,Brooklyn Store
5570,Muffin Mix - Corn Harvest,74181.35,Computers,10,10,Shoe Manufacturing
5575,Truffle Shells - White Chocolate,54597.43,Electronics,25,9,Investment Bankers/Brokers/Service
5580,Roe - White Fish,47302.75,Electronics,50,8,D1
5585,Tomatoes Tear Drop,34960.78,Kids,56,7,Major Pharmaceuticals
5590,Potato - Sweet,80373.56,Health,28,6,Tienda Pepito
5595,Salt - Sea,15946.79,Electronics,7,5,Specialty Foods
5600,Wine - Prem Select Charddonany,96489.36,Toys,55,4,Real Estate
5605,  Bread - Crumbs,67782.86,Automotive,45,3,EDP Services
5610,Bread - Sour Batard,93467.55,Baby,60,2,Radio And Television Broadcasting And Communications Equipment
5615,Loquat,41926.42,Home,46,1,Industrial Specialties
5620,Celery,77613.79,Baby,49,28,Ophthalmic Goods
5625,Veal - Striploin,48771.83,Baby,47,27,Marine Transportation
5630,Jameson Irish Whiskey,99674.23,Beauty,7,26,Fluid Controls
5635,Yams,35628.70,Beauty,43,25,RETAIL: Building Materials
5640,  Garlic - Primerba,86224.98,Garden,34,24,Tiendita La Abuela
5645,  Pasta - Fett Alfredo,16332.68,Sports,19,23,Electrical Products
5650,  Onions - Dried,48874.87,Garden,28,22,Recreational Products/Toys
5655,  Soup - Knorr,73222.03,Computers,6,21,Doña Maria
5660,Snapple - Iced Tea Peach,66206.82,Clothing,70,20,Major Banks
5665,  Jam - Marmalade,16801.45,Industrial,46,19,SAO
5670,Cake - Miini Cheesecake Cherry,7390.93,Kids,10,18,Mercamos
5675,Truffle Paste,19177.81,Toys,31,17,Biotechnology: Commercial Physical & Biological Resarch
5680,Blue Curacao - Marie Brizard,53997.81,Clothing,55,16,Olimpica
5685,Cookie Trail Mix,20554.75,Beauty,18,15,Shoe Manufacturing
5690,Devonshire Cream,44377.56,Jewelery,60,14,Natural Gas Distribution
5695,Pork - Bacon Cooked Slcd,90773.94,Outdoors,59,13,Construction/Ag Equipment/Trucks
5700,  Pepper - Julienne,14625.65,Computers,54,12,Ara
5705,Cookies - Assorted,17823.70,Garden,26,11,Brooklyn Store
5710,Sugar - Crumb,64089.86,Grocery,57,10,Shoe Manufacturing
5715,Pork Salted Bellies,54923.08,Jewelery,44,9,Investment Bankers/Brokers/Service
5720,Mustard - Dijon,7830.64,Computers,66,8,D1
5725,Graham Cracker Mix,50291.36,Movies,3,7,Major Pharmaceuticals
5730,Venison - Racks Frenched,90071.98,Electronics,32,6,Tienda Pepito
5735,Sauce - Roasted Red Pepper,37178.60,Health,30,5,Specialty Foods
5740,  Jam - Raspberry,46249.83,Games,5,4,Real Estate
5745,Wine - German Riesling,14417.56,Games,69,3,EDP Services
5750,Rum - Mount Gay Eclipes,14698.14,Clothing,22,2,Radio And Television Broadcasting And Communications Equipment
5755,Rootbeer,91540.18,Computers,23,1,Industrial Specialties
5760,Scallops - U - 10,88218.12,Toys,34,1,Industrial Specialties
5765,Wine - Black Tower Qr,39535.28,Books,49,2,Radio And Television Broadcasting And Communications Equipment
5770,Extract - Almond,82730.32,Movies,4,3,EDP Services
5775,Arizona - Green Tea,85349.10,Home,6,4,Real Estate
5780,Nougat - Paste / Cream,50474.96,Tools,9,5,Specialty Foods
5785,Spinach - Baby,34059.18,Toys,57,6,Tienda Pepito
5790,Wine - Zinfandel California 2002,18306.90,Health,21,7,Major Pharmaceuticals
5795,Beer - Blue Light,71969.07,Jewelery,31,8,D1
5800,  Ranchero - Primerba,77665.80,Garden,10,9,Investment Bankers/Brokers/Service
5805,Wine - Spumante Bambino White,80726.88,Shoes,59,10,Shoe Manufacturing
5810,Chocolate - White,68733.28,Garden,44,11,Brooklyn Store
5815,Juice - Apple 284ml,16537.42,Electronics,61,12,Ara
5820,Vinegar - Red Wine,39203.21,Baby,64,13,Construction/Ag Equipment/Trucks
5825,Parsley - Fresh,77800.36,Grocery,70,14,Natural Gas Distribution
5830,Beef Tenderloin Aaa,29586.70,Clothing,0,15,Shoe Manufacturing
5835,Pepper - Gypsy Pepper,36418.88,Music,37,16,Olimpica
5840,Coffee - Irish Cream,59834.68,Jewelery,63,17,Biotechnology: Commercial Physical & Biological Resarch
5845,Chocolate Bar - Reese Pieces,40025.09,Outdoors,51,18,Mercamos
5850,Seabream Whole Farmed,93778.99,Tools,52,19,SAO
5855,Burger Veggie,73186.63,Jewelery,5,20,Major Banks
5860,Carbonated Water - Raspberry,10828.16,Health,4,21,Doña Maria
5865,Magnotta Bel Paese Red,64293.41,Industrial,50,22,Recreational Products/Toys
5870,  Bread - Roll,96941.14,Grocery,61,23,Electrical Products
5875,Wine - Spumante Bambino White,15723.34,Books,40,24,Tiendita La Abuela
5880,Goat - Whole Cut,47301.86,Computers,41,25,RETAIL: Building Materials
5885,Wine - Zinfandel California 2002,73047.73,Music,48,26,Fluid Controls
5890,Soup Knorr Chili With Beans,93434.43,Kids,9,27,Marine Transportation
5895,Steamers White,16261.46,Tools,13,28,Ophthalmic Goods
5900,Sping Loaded Cup Dispenser,88443.62,Health,11,1,Industrial Specialties
5905,Papayas,51984.89,Clothing,55,2,Radio And Television Broadcasting And Communications Equipment
5910,Bread - Sour Sticks With Onion,83566.81,Baby,10,3,EDP Services
5915,Dikon,86218.39,Shoes,23,4,Real Estate
5920,Truffle Shells - Semi - Sweet,45351.54,Computers,22,5,Specialty Foods
5925,Couscous,27460.55,Automotive,8,6,Tienda Pepito
5930,Nantucket Cranberry Juice,66071.58,Automotive,26,7,Major Pharmaceuticals
5935,Pancetta,10767.61,Industrial,36,8,D1
5940,Longos - Greek Salad,76840.30,Health,28,9,Investment Bankers/Brokers/Service
5945,Sprouts - Peppercress,10898.02,Movies,65,10,Shoe Manufacturing
5950,  Wine - Red,29432.73,Garden,10,11,Brooklyn Store
5955,Beer - Fruli,22326.87,Sports,67,12,Ara
5960,Ecolab - Power Fusion,86043.31,Beauty,29,13,Construction/Ag Equipment/Trucks
5965,Pie Shell - 5,61690.84,Computers,14,14,Natural Gas Distribution
5970,Venison - Denver Leg Boneless,48430.63,Clothing,63,15,Shoe Manufacturing
5975,Sour Puss Raspberry,71646.52,Grocery,31,16,Olimpica
5980,Puree - Kiwi,38604.78,Grocery,12,17,Biotechnology: Commercial Physical & Biological Resarch
5985,Bowl 12 Oz - Showcase 92012,33249.53,Home,17,18,Mercamos
5990,Lobster - Base,16822.69,Clothing,43,19,SAO
5995,Pomegranates,22555.85,Industrial,30,20,Major Banks
6000,  Beef - Tenderlion,77180.98,Baby,61,21,Doña Maria
6005,Tamarind Paste,28481.72,Games,5,22,Recreational Products/Toys
6010,Apple - Granny Smith,50156.73,Jewelery,57,23,Electrical Products
6015,Flour - Bread,95122.48,Health,17,24,Tiendita La Abuela
6020,Lettuce - Curly Endive,92089.21,Grocery,65,25,RETAIL: Building Materials
6025,Water - Evian 355 Ml,67644.62,Movies,0,26,Fluid Controls
6030,Juice - Apple 284ml,80425.38,Movies,18,27,Marine Transportation
6035,Wakami Seaweed,40360.42,Music,22,28,Ophthalmic Goods
6040,Apron,84722.97,Jewelery,38,1,Industrial Specialties
6045,  Jam - Blackberry,68011.32,Baby,59,2,Radio And Television Broadcasting And Communications Equipment
6050,Ecolab - Mikroklene 4/4 L,87192.13,Sports,64,3,EDP Services
6055,Coffee - Egg Nog Capuccino,39550.56,Health,17,4,Real Estate
6060,Wine - Chateau Bonnet,97721.84,Industrial,24,5,Specialty Foods
6065,Wine - Clavet Saint Emilion,51195.26,Tools,10,6,Tienda Pepito
6070,  Nut - Hazelnut,6435.46,Tools,59,7,Major Pharmaceuticals
6075,V8 - Tropical Blend,86740.01,Automotive,64,8,D1
6080,Sauce - Vodka Blush,14600.63,Electronics,15,9,Investment Bankers/Brokers/Service
6085,Sugar - Palm,16758.25,Computers,41,10,Shoe Manufacturing
6090,Papayas,53291.82,Automotive,34,11,Brooklyn Store
6095,  Napkin - Dinner,64934.60,Outdoors,57,12,Ara
6100,Bread - Raisin,44336.91,Electronics,16,13,Construction/Ag Equipment/Trucks
6105,Wine - Marlbourough Sauv Blanc,95541.49,Books,26,14,Natural Gas Distribution
6110,Apple - Custard,63082.34,Games,40,15,Shoe Manufacturing
6115,Rappini - Andy Boy,55899.90,Baby,24,16,Olimpica
6120,Puree - Mocha,96155.28,Electronics,4,17,Biotechnology: Commercial Physical & Biological Resarch
6125,Vodka - Smirnoff,48290.93,Computers,35,18,Mercamos
6130,Vinegar - Sherry,68000.36,Electronics,40,19,SAO
6135,Oil - Sesame,85412.99,Automotive,49,20,Major Banks
6140,  Soup - Beef,31998.84,Books,13,21,Doña Maria
6145,Vector Energy Bar,1902.51,Baby,0,22,Recreational Products/Toys
6150,Sage - Fresh,73599.67,Computers,59,23,Electrical Products
6155,  Coconut - Shredded,53147.68,Baby,38,24,Tiendita La Abuela
6160,Oats Large Flake,25260.17,Games,39,25,RETAIL: Building Materials
6165,Sauerkraut,58962.93,Outdoors,30,26,Fluid Controls
6170,Pork - Smoked Kassler,77028.50,Sports,33,27,Marine Transportation
6175,Juice - Lime,51066.53,Movies,4,28,Ophthalmic Goods
6180,Wine - Zinfandel California 2002,31612.87,Electronics,48,28,Ophthalmic Goods
6185,Wine - Jafflin Bourgongone,28330.81,Automotive,62,27,Marine Transportation
6190,Lamb Leg - Bone - In Nz,73589.61,Clothing,25,26,Fluid Controls
6195,  Yeast - Fresh,56730.94,Books,14,25,RETAIL: Building Materials
6200,  Wine - White,93844.40,Shoes,8,24,Tiendita La Abuela
6205,The Pop Shoppe - Black Cherry,64508.58,Beauty,65,23,Electrical Products
6210,Cheese - Cheddar With Claret,86343.11,Movies,19,22,Recreational Products/Toys
6215,Lettuce - Curly Endive,58693.42,Health,43,21,Doña Maria
6220,Mix Pina Colada,21498.89,Garden,64,20,Major Banks
6225,Bar Nature Valley,42148.30,Garden,25,19,SAO
6230,Table Cloth 62x120 White,34940.31,Computers,12,18,Mercamos
6235,Tart - Raisin And Pecan,24703.30,Music,48,17,Biotechnology: Commercial Physical & Biological Resarch
6240,Corn Kernels - Frozen,74307.45,Grocery,58,16,Olimpica
6245,Mayonnaise - Individual Pkg,84098.86,Beauty,8,15,Shoe Manufacturing
6250,Bagel - Everything,37857.00,Garden,57,14,Natural Gas Distribution
6255,  Capon - Breast,23771.41,Baby,40,13,Construction/Ag Equipment/Trucks
6260,Tuna - Salad Premix,71984.16,Industrial,60,12,Ara
6265,  Soup - Knorr,39600.98,Beauty,41,11,Brooklyn Store
6270,Mayonnaise,45315.97,Industrial,40,10,Shoe Manufacturing
6275,Pork Salted Bellies,21443.37,Garden,67,9,Investment Bankers/Brokers/Service
6280,Crackers - Water,86279.90,Baby,13,8,D1
6285,Eggroll,14781.31,Outdoors,64,7,Major Pharmaceuticals
6290,Island Oasis - Strawberry,65243.12,Books,47,6,Tienda Pepito
6295,Beer - Labatt Blue,14698.41,Clothing,12,5,Specialty Foods
6300,Wine - Chardonnay South,5705.94,Grocery,65,4,Real Estate
6305,  Wine - White,18269.75,Toys,38,3,EDP Services
6310,Eggplant Italian,70719.89,Computers,60,2,Radio And Television Broadcasting And Communications Equipment
6315,Veal - Provimi Inside,44061.50,Shoes,58,1,Industrial Specialties
6320,Wine - Semi Dry Riesling Vineland,8014.96,Home,23,28,Ophthalmic Goods
6325,Cheese - Brie,93113.01,Garden,30,27,Marine Transportation
6330,Filling - Mince Meat,65891.72,Shoes,62,26,Fluid Controls
6335,Lamb Leg - Bone - In Nz,47434.35,Books,5,25,RETAIL: Building Materials
6340,Wine - Cave Springs Dry Riesling,60523.20,Home,62,24,Tiendita La Abuela
6345,Pork - Belly Fresh,93867.41,Electronics,56,23,Electrical Products
6350,Zucchini - Green,87840.08,Toys,17,22,Recreational Products/Toys
6355,  C - Plus,35706.43,Tools,11,21,Doña Maria
6360,Ice Cream Bar - Rolo Cone,62893.74,Baby,12,20,Major Banks
6365,  Lamb - Pieces,26840.94,Computers,27,19,SAO
6370,Cocoa Butter,26453.54,Books,26,18,Mercamos
6375,Curry Powder,41933.78,Outdoors,63,17,Biotechnology: Commercial Physical & Biological Resarch
6380,Pepper - Green,87581.86,Kids,11,16,Olimpica
6385,Zucchini - Yellow,29665.43,Jewelery,66,15,Shoe Manufacturing
6390,  Doilies - 12,40672.41,Grocery,65,14,Natural Gas Distribution
6395,  Brownies - Two Bite,48764.78,Industrial,36,13,Construction/Ag Equipment/Trucks
6400,Artichokes - Jerusalem,70315.05,Baby,23,12,Ara
6405,Pie Shell - 9,8889.65,Music,39,11,Brooklyn Store
6410,Chef Hat 25cm,79650.35,Baby,1,10,Shoe Manufacturing
6415,Beer - Moosehead,84236.42,Games,50,9,Investment Bankers/Brokers/Service
6420,Coffee - Ristretto Coffee Capsule,81512.74,Automotive,62,8,D1
6425,Island Oasis - Peach Daiquiri,69676.49,Industrial,4,7,Major Pharmaceuticals
6430,Bread - White Mini Epi,87830.91,Games,68,6,Tienda Pepito
6435,Sage - Rubbed,68129.78,Games,54,5,Specialty Foods
6440,Wine - Pinot Noir Latour,21879.97,Books,13,4,Real Estate
6445,Clams - Bay,46694.69,Sports,23,3,EDP Services
6450,Sultanas,79046.94,Health,60,2,Radio And Television Broadcasting And Communications Equipment
6455,Puree - Mango,93810.46,Automotive,3,1,Industrial Specialties
6460,Potato - Sweet,15152.83,Garden,15,1,Industrial Specialties
6465,Tea - Herbal Sweet Dreams,41117.13,Home,25,2,Radio And Television Broadcasting And Communications Equipment
6470,  Rum - Spiced,66493.12,Kids,13,3,EDP Services
6475,Nutmeg - Ground,67555.80,Electronics,38,4,Real Estate
6480,Dish Towel,97952.83,Movies,61,5,Specialty Foods
6485,Wine - Shiraz Wolf Blass Premium,54372.24,Movies,32,6,Tienda Pepito
6490,Cup - Translucent 7 Oz Clear,55199.81,Industrial,68,7,Major Pharmaceuticals
6495,  Coconut - Shredded,90386.98,Shoes,7,8,D1
6500,Rice - Brown,84389.07,Health,46,9,Investment Bankers/Brokers/Service
6505,Sping Loaded Cup Dispenser,34022.16,Jewelery,63,10,Shoe Manufacturing
6510,Urban Zen Drinks,24436.94,Sports,50,11,Brooklyn Store
6515,Wasabi Powder,88638.80,Industrial,2,12,Ara
6520,Jolt Cola - Red Eye,30576.40,Tools,19,13,Construction/Ag Equipment/Trucks
6525,Bread - Ciabatta Buns,17357.30,Health,70,14,Natural Gas Distribution
6530,Pepper - Roasted Red,50763.93,Games,69,15,Shoe Manufacturing
6535,Wine - Magnotta - Pinot Gris Sr,99503.70,Home,33,16,Olimpica
6540,  Beef - Tongue,33695.42,Shoes,55,17,Biotechnology: Commercial Physical & Biological Resarch
6545,Yogurt - Assorted Pack,64750.16,Shoes,51,18,Mercamos
6550,Ham - Proscuitto,17840.70,Automotive,33,19,SAO
6555,Appetizer - Assorted Box,25952.02,Jewelery,38,20,Major Banks
6560,Sultanas,98240.45,Movies,35,21,Doña Maria
6565,Sansho Powder,78594.97,Computers,3,22,Recreational Products/Toys
6570,  Glass - Wine,94828.17,Outdoors,56,23,Electrical Products
6575,Bread Roll Foccacia,66921.63,Home,25,24,Tiendita La Abuela
6580,Chevril,30512.17,Beauty,33,25,RETAIL: Building Materials
6585,Country Roll,45390.47,Electronics,23,26,Fluid Controls
6590,Zucchini - Green,70916.68,Games,37,27,Marine Transportation
6595,Longos - Grilled Chicken With,8486.16,Outdoors,54,28,Ophthalmic Goods
6600,  Wine - Cahors Ac 2000,78420.60,Music,48,1,Industrial Specialties
6605,Cheese Cloth,68797.10,Toys,46,2,Radio And Television Broadcasting And Communications Equipment
6610,Cheese - Le Cheve Noir,47473.25,Outdoors,68,3,EDP Services
6615,Kaffir Lime Leaves,9841.07,Jewelery,67,4,Real Estate
6620,Onions - Vidalia,54009.84,Electronics,41,5,Specialty Foods
6625,Aspic - Clear,48266.85,Movies,14,6,Tienda Pepito
6630,Wonton Wrappers,10643.33,Garden,36,7,Major Pharmaceuticals
6635,Nantucket Pine Orangebanana,99641.21,Outdoors,42,8,D1
6640,Beer - Mill St Organic,72519.35,Grocery,6,9,Investment Bankers/Brokers/Service
6645,Bread - Olive,71681.83,Health,46,10,Shoe Manufacturing
6650,Fruit Mix - Light,71840.18,Games,62,11,Brooklyn Store
6655,Madeira,36088.58,Sports,47,12,Ara
6660,Wine - Riesling Dr. Pauly,3346.50,Beauty,33,13,Construction/Ag Equipment/Trucks
6665,Canada Dry,13378.75,Shoes,14,14,Natural Gas Distribution
6670,Scallops 60/80 Iqf,45560.20,Kids,1,15,Shoe Manufacturing
6675,  Pork - Back,88914.19,Tools,7,16,Olimpica
6680,  Tortillas - Flour,87031.88,Electronics,13,17,Biotechnology: Commercial Physical & Biological Resarch
6685,  Nut - Cashews,5534.95,Shoes,56,18,Mercamos
6690,  Wine - White,18077.49,Sports,63,19,SAO
6695,Wine - Tio Pepe Sherry Fino,17140.81,Toys,10,20,Major Banks
6700,  Doilies - 8,89920.77,Automotive,62,21,Doña Maria
6705,Horseradish Root,78600.68,Garden,67,22,Recreational Products/Toys
6710,Pastry - Raisin Muffin - Mini,28291.12,Industrial,60,23,Electrical Products
6715,Compound - Passion Fruit,31316.17,Toys,55,24,Tiendita La Abuela
6720,Coffee - Decaffeinato Coffee,84300.21,Sports,62,25,RETAIL: Building Materials
6725,Clam Nectar,86911.34,Sports,51,26,Fluid Controls
6730,Sour Puss Raspberry,28397.86,Tools,11,27,Marine Transportation
6735,  Beans - Black Bean,55982.85,Music,49,28,Ophthalmic Goods
6740,Icecream Cone - Areo Chocolate,28658.62,Grocery,65,1,Industrial Specialties
6745,Lamb Rack - Ontario,64512.90,Baby,58,2,Radio And Television Broadcasting And Communications Equipment
6750,Oil - Olive,72125.23,Movies,13,3,EDP Services
6755,Lettuce - Baby Salad Greens,30682.54,Industrial,27,4,Real Estate
6760,Sugar - Fine,60632.56,Books,3,5,Specialty Foods
6765,  Soup - Campbells,13562.97,Outdoors,26,6,Tienda Pepito
6770,Duck - Legs,38193.05,Industrial,58,7,Major Pharmaceuticals
6775,  Wine - White,35664.34,Industrial,26,8,D1
6780,Bread - Olive,12694.50,Tools,66,9,Investment Bankers/Brokers/Service
6785,Piping - Bags Quizna,15880.27,Health,1,10,Shoe Manufacturing
6790,Scallop - St. Jaques,97650.42,Movies,29,11,Brooklyn Store
6795,Savory,81160.55,Movies,50,12,Ara
6800,Foil - 4oz Custard Cup,98817.16,Games,17,13,Construction/Ag Equipment/Trucks
6805,Cheese - Marble,48057.77,Garden,1,14,Natural Gas Distribution
6810,Bread Cranberry Foccacia,41224.24,Toys,21,15,Shoe Manufacturing
6815,Onions Granulated,75627.77,Electronics,23,16,Olimpica
6820,Shark - Loin,53819.84,Kids,37,17,Biotechnology: Commercial Physical & Biological Resarch
6825,Longos - Chicken Wings,20081.02,Automotive,64,18,Mercamos
6830,  Beef - Tongue,22809.32,Clothing,38,19,SAO
6835,Wine - Baron De Rothschild,72019.19,Movies,31,20,Major Banks
6840,Banana - Leaves,85789.08,Garden,67,21,Doña Maria
6845,Wine - Sogrape Mateus Rose,77363.82,Jewelery,18,22,Recreational Products/Toys
6850,Salad Dressing,45637.27,Games,39,23,Electrical Products
6855,Onions - Cooking,72558.53,Outdoors,37,24,Tiendita La Abuela
6860,Nantucket - Carrot Orange,19326.42,Books,49,25,RETAIL: Building Materials
6865,  Capon - Breast,27001.36,Jewelery,63,26,Fluid Controls
6870,Soup - Campbells Bean Medley,64947.40,Movies,31,27,Marine Transportation
6875,Cumin - Whole,47522.18,Grocery,20,28,Ophthalmic Goods
6880,Butcher Twine 4r,50423.98,Electronics,39,28,Ophthalmic Goods
6885,Ecolab Silver Fusion,43051.80,Electronics,11,27,Marine Transportation
6890,  Oranges - Navel,22043.97,Music,63,26,Fluid Controls
6895,Arizona - Plum Green Tea,21254.44,Kids,8,25,RETAIL: Building Materials
6900,  Cake Circle,73324.89,Electronics,44,24,Tiendita La Abuela
6905,Plastic Arrow Stir Stick,59691.52,Garden,51,23,Electrical Products
6910,Ham Black Forest,89511.92,Automotive,8,22,Recreational Products/Toys
6915,  Wine - Red,39735.21,Books,45,21,Doña Maria
6920,Flour - Pastry,64543.97,Tools,8,20,Major Banks
6925,Oil - Safflower,5338.17,Baby,10,19,SAO
6930,  Wine - Red,69615.18,Health,28,18,Mercamos
6935,Bagel - Whole White Sesame,44420.79,Movies,28,17,Biotechnology: Commercial Physical & Biological Resarch
6940,Salmon Steak - Cohoe 6 Oz,48227.13,Jewelery,49,16,Olimpica
6945,Okra,63251.84,Outdoors,40,15,Shoe Manufacturing
6950,Compound - Pear,21277.74,Automotive,66,14,Natural Gas Distribution
6955,Sauce Tomato Pouch,80511.06,Garden,66,13,Construction/Ag Equipment/Trucks
6960,Eggs - Extra Large,36959.96,Grocery,33,12,Ara
6965,Straws - Cocktale,13002.05,Automotive,1,11,Brooklyn Store
6970,Table Cloth 81x81 White,50323.61,Automotive,32,10,Shoe Manufacturing
6975,  Tuna - Canned,64422.39,Garden,65,9,Investment Bankers/Brokers/Service
6980,Snapple - Iced Tea Peach,70941.32,Garden,64,8,D1
6985,Pepper - Yellow Bell,77983.84,Toys,64,7,Major Pharmaceuticals
6990,Tea - Mint,92000.87,Beauty,28,6,Tienda Pepito
6995,Tea - Decaf Lipton,74512.67,Shoes,48,5,Specialty Foods
7000,Clams - Bay,87088.86,Automotive,68,4,Real Estate
7005,Wine - Baron De Rothschild,30738.42,Baby,63,3,EDP Services
7010,Hipnotiq Liquor,65400.67,Clothing,29,2,Radio And Television Broadcasting And Communications Equipment
7015,Dawn Professionl Pot And Pan,14672.80,Home,42,1,Industrial Specialties
7020,Apple - Macintosh,94139.62,Computers,20,28,Ophthalmic Goods
7025,Veal Inside - Provimi,52834.15,Music,57,27,Marine Transportation
7030,Beef - Top Butt,1879.13,Health,66,26,Fluid Controls
7035,Scotch - Queen Anne,46689.84,Health,35,25,RETAIL: Building Materials
7040,Wine - Gewurztraminer Pierre,66090.57,Industrial,63,24,Tiendita La Abuela
7045,Compound - Raspberry,33116.84,Movies,38,23,Electrical Products
7050,Berry Brulee,76080.59,Outdoors,47,22,Recreational Products/Toys
7055,Eel Fresh,10773.92,Tools,60,21,Doña Maria
7060,Bread - Kimel Stick Poly,14425.65,Garden,62,20,Major Banks
7065,Loquat,66019.54,Toys,43,19,SAO
7070,Wine - Vovray Sec Domaine Huet,51132.44,Shoes,44,18,Mercamos
